Date,Close
10/14/2008 16:00:00,1.281903
10/15/2008 16:00:00,1.276699
10/16/2008 16:00:00,1.287498
10/17/2008 16:00:00,1.279296
10/20/2008 16:00:00,1.272508
10/21/2008 16:00:00,1.272297
10/22/2008 16:00:00,1.2791
10/23/2008 16:00:00,1.284307
10/24/2008 16:00:00,1.283203
10/27/2008 16:00:00,1.282808
10/28/2008 16:00:00,1.2873
10/29/2008 16:00:00,1.281197
10/30/2008 16:00:00,1.278102
10/31/2008 16:00:00,1.276194
39518.66667,1.275705
39549.66667,1.279247
39579.66667,1.282907
39610.66667,1.284093
39640.66667,1.280902
39732.66667,1.283598
39763.66667,1.285694
39793.66667,1.282397
11/13/2008 16:00:00,1.281903
11/14/2008 16:00:00,1.273204
11/17/2008 16:00:00,1.267299
11/18/2008 16:00:00,1.271003
11/19/2008 16:00:00,1.269503
11/20/2008 16:00:00,1.269696
11/21/2008 16:00:00,1.272297
11/24/2008 16:00:00,1.265102
11/25/2008 16:00:00,1.270696
11/26/2008 16:00:00,1.2677
11/28/2008 16:00:00,1.268794
39459.66667,1.278102
39490.66667,1.28
39519.66667,1.274502
39550.66667,1.268698
39580.66667,1.2706
39672.66667,1.270357
39703.66667,1.266207
39733.66667,1.274194
39764.66667,1.273496
39794.66667,1.271294
12/15/2008 16:00:00,1.269551
12/16/2008 16:00:00,1.260398
12/17/2008 16:00:00,1.260097
12/18/2008 16:00:00,1.253196
12/19/2008 16:00:00,1.252395
12/22/2008 16:00:00,1.255997
12/23/2008 16:00:00,1.2505
12/24/2008 16:00:00,1.254107
12/26/2008 16:00:00,1.254501
12/29/2008 16:00:00,1.253903
12/30/2008 16:00:00,1.262706
12/31/2008 16:00:00,1.261607
39845.66667,1.255099
39934.66667,1.255903
39965.66667,1.261607
39995.66667,1.269406
40026.66667,1.274307
40057.66667,1.271795
40148.66667,1.276699
1/13/2009 16:00:00,1.275445
1/14/2009 16:00:00,1.278004
1/15/2009 16:00:00,1.270696
1/16/2009 16:00:00,1.272556
1/20/2009 16:00:00,1.277906
1/21/2009 16:00:00,1.275998
1/22/2009 16:00:00,1.283252
1/23/2009 16:00:00,1.285397
1/26/2009 16:00:00,1.282594
1/27/2009 16:00:00,1.281394
1/28/2009 16:00:00,1.282495
1/29/2009 16:00:00,1.279394
1/30/2009 16:00:00,1.285
39846.66667,1.281805
39874.66667,1.284604
39905.66667,1.293895
39935.66667,1.295203
39966.66667,1.308507
40058.66667,1.313301
40088.66667,1.320393
40119.66667,1.314803
40149.66667,1.3251
2/13/2009 16:00:00,1.334098
2/17/2009 16:00:00,1.3336
2/18/2009 16:00:00,1.331895
2/19/2009 16:00:00,1.328656
2/20/2009 16:00:00,1.328604
2/23/2009 16:00:00,1.339405
2/24/2009 16:00:00,1.3251
2/25/2009 16:00:00,1.328498
2/26/2009 16:00:00,1.321807
2/27/2009 16:00:00,1.315651
39847.66667,1.309895
39875.66667,1.310599
39906.66667,1.320707
39936.66667,1.318705
39967.66667,1.318392
40059.66667,1.313698
40089.66667,1.313594
40120.66667,1.310994
40150.66667,1.312508
3/13/2009 16:00:00,1.314803
3/16/2009 16:00:00,1.319801
3/17/2009 16:00:00,1.321895
3/18/2009 16:00:00,1.327598
3/19/2009 16:00:00,1.317107
3/20/2009 16:00:00,1.309295
3/23/2009 16:00:00,1.298499
3/24/2009 16:00:00,1.304002
3/25/2009 16:00:00,1.299697
3/26/2009 16:00:00,1.293996
3/27/2009 16:00:00,1.289507
3/30/2009 16:00:00,1.292808
3/31/2009 16:00:00,1.293594
39817.66667,1.292006
39848.66667,1.293996
39876.66667,1.296092
39968.66667,1.296899
39998.66667,1.295001
40029.66667,1.302304
40060.66667,1.296294
4/13/2009 16:00:00,1.293996
4/14/2009 16:00:00,1.292892
4/15/2009 16:00:00,1.296294
4/16/2009 16:00:00,1.296596
4/17/2009 16:00:00,1.302304
4/20/2009 16:00:00,1.301897
4/21/2009 16:00:00,1.296395
4/22/2009 16:00:00,1.293193
4/23/2009 16:00:00,1.298398
4/24/2009 16:00:00,1.302304
4/27/2009 16:00:00,1.304002
4/28/2009 16:00:00,1.300695
4/29/2009 16:00:00,1.296294
4/30/2009 16:00:00,1.303203
39818.66667,1.313991
39908.66667,1.313508
39938.66667,1.313802
39969.66667,1.315201
39999.66667,1.314803
40030.66667,1.313905
40122.66667,1.312508
40152.66667,1.316898
5/13/2009 16:00:00,1.3194
5/14/2009 16:00:00,1.323206
5/15/2009 16:00:00,1.322891
5/18/2009 16:00:00,1.317003
5/19/2009 16:00:00,1.3165
5/20/2009 16:00:00,1.308695
5/21/2009 16:00:00,1.313802
5/22/2009 16:00:00,1.317853
5/26/2009 16:00:00,1.314199
5/27/2009 16:00:00,1.311596
5/28/2009 16:00:00,1.318791
5/29/2009 16:00:00,1.319
39819.66667,1.323504
39850.66667,1.328304
39878.66667,1.331806
39909.66667,1.331292
39939.66667,1.331593
40031.66667,1.339908
40062.66667,1.333404
40092.66667,1.329699
40123.66667,1.333191
40153.66667,1.336505
6/15/2009 16:00:00,1.331505
6/16/2009 16:00:00,1.333493
6/17/2009 16:00:00,1.335898
6/18/2009 16:00:00,1.337006
6/19/2009 16:00:00,1.332498
6/22/2009 16:00:00,1.337399
6/23/2009 16:00:00,1.343201
6/24/2009 16:00:00,1.340195
6/25/2009 16:00:00,1.335506
6/26/2009 16:00:00,1.343201
6/29/2009 16:00:00,1.343996
6/30/2009 16:00:00,1.349109
39820.66667,1.3521
39851.66667,1.352905
39971.66667,1.357202
40001.66667,1.361396
40032.66667,1.362435
40063.66667,1.358899
40093.66667,1.3584
7/13/2009 16:00:00,1.363605
7/14/2009 16:00:00,1.363903
7/15/2009 16:00:00,1.358899
7/16/2009 16:00:00,1.365505
7/17/2009 16:00:00,1.365206
7/20/2009 16:00:00,1.3601
7/21/2009 16:00:00,1.358806
7/22/2009 16:00:00,1.355601
7/23/2009 16:00:00,1.358899
7/24/2009 16:00:00,1.360008
7/27/2009 16:00:00,1.354096
7/28/2009 16:00:00,1.352704
7/29/2009 16:00:00,1.348309
7/30/2009 16:00:00,1.3521
7/31/2009 16:00:00,1.354298
39880.66667,1.359601
39911.66667,1.352393
39941.66667,1.349692
39972.66667,1.351297
40002.66667,1.346602
40094.66667,1.345207
40125.66667,1.345804
40155.66667,1.343003
8/13/2009 16:00:00,1.345008
8/14/2009 16:00:00,1.345207
8/17/2009 16:00:00,1.344592
8/18/2009 16:00:00,1.343201
8/19/2009 16:00:00,1.345605
8/20/2009 16:00:00,1.344194
8/21/2009 16:00:00,1.3492
8/24/2009 16:00:00,1.352009
8/25/2009 16:00:00,1.349291
